institution,label,institution_state,statefips
01275000,Edison State Community College,OH,39
01287000,Southern State Community College,OH,39
01287500,Pickens Technical College,CO,08
01303907,South University - Columbia,SC,45
01323100,University of Houston - Victoria,TX,48
02053000,Liberty University,VA,51
02055400,Bossier Parish Community College,LA,22
02063700,Sherman College of Straight Chiropractic,SC,45
02074800,Life University,GA,13
02077400,North Lake College,TX,48
02100200,Brookhaven College,TX,48
02107800,University of Hawaii - West Oahu,HI,15
02115400,Bridgerland Technical College,UT,49
02116300,Pueblo Community College,CO,08
02140800,Martin University,IN,18
02156600,Davis Technical College,UT,49
02166100,Elaine P. Nunez Community College,LA,22
02244900,Goodwin University,CT,09
02276900,Community College of Aurora Centretech Campus,CO,08
02315400,Northeast Texas Community College,TX,48
02341300,Palo Alto College,TX,48
02346500,Ogden-Weber Technical College,UT,49
02348500,Lamar State College - Port Arthur,TX,48
02358200,Lamar State College - Orange,TX,48
02361400,Collin County Community College District,TX,48
02454400,Northeast Ohio Medical University,OH,39
02530600,Saint Charles Community College,MO,29
02555400,University of Texas M.D. Anderson Cancer Center,TX,48
02615800,College of Court Reporting,IN,18
03064600,Texas Southmost College,TX,48
03083000,Ozarks Technical Community College,MO,29
03091300,Regent University,VA,51
03103400,South Texas College,TX,48
03106000,Missouri State University - West Plains,MO,29
03122900,York County Community College,ME,23
03129100,Fond Du Lac Tribal and Community College,MN,27
03170300,Texas A & M University - Texarkana,TX,48
03191300,CUNY School of Law '(The)',NY,36
03234300,Charter Oak State College,CT,09
03258300,Southern Methodist College,SC,45
03372300,Northwest Vista College,TX,48
03413300,Mountainland Technical College,UT,49
03428300,Klamath Community College,OR,41
03521300,Ivy Tech Community College of Indiana - Region 14,IN,18
03627300,Lamar Institute of Technology,TX,48
03709300,Edward Via Virginia College of Osteopathic Medicine,VA,51
03730300,Baton Rouge Community College,LA,22
03789400,River Parishes Community College,LA,22
03956300,South Louisiana Community College,LA,22
04054300,Southwest Technical College,UT,49
04121700,Dixie Technical College,UT,49
04130100,Louisiana Delta Community College,LA,22
04142900,Georgia Gwinnett College,GA,13
04151300,American College of Education,IN,18
04151900,Columbia Gorge Community College,OR,41
04191500,Tooele Technical College,UT,49
04194900,Tillamook Bay Community College,OR,41
04208700,Colorado State University - Global Campus,CO,08
04210100,Stella and Charles Guttman Community College,NY,36
04229500,Texas A&M University - Central Texas,TX,48
04242100,University of North Texas at Dallas,TX,48
04243900,University of Texas Health Science Center at Tyler (The),TX,48
04248500,Texas A&M University-San Antonio,TX,48
04263600,Northeast Lakeview College,TX,48
04283700,Oregon Coast Community College,OR,41
30182251,Indiana Wesleyan University - NGM Building,IN,18
